1314, 29, ORL, IND, 1, 
1314, 130, OKC, ORL, 1, 
1314, 130, LAL, PHI, -1, 
1314, 130, CLE, WAS, -1, 
1314, 131, MEM, ATL, -1, 
1314, 131, SAS, CHO, -1, 
1314, 131, DEN, DET, 1, 
1314, 131, HOU, MIL, -1, 
1314, 131, POR, MIN, -1, 
1314, 131, GSW, PHO, 1, 
1314, 131, MIA, UTA, 1, 
1314, 132, DAL, BOS, -1, 
1314, 132, NOP, BRK, 1, 
1314, 132, MEM, CLE, 1, 
1314, 132, PHI, LAC, 1, 
1314, 132, CHI, LAL, -1, 
1314, 132, NYK, OKC, 1, 
1314, 132, IND, ORL, 1, 
1314, 132, SAC, WAS, 1, 
1314, 133, SAS, DET, 1, 
1314, 133, PHI, GSW, 1, 
1314, 133, DEN, IND, 1, 
1314, 133, BOS, MIL, -1, 
1314, 133, HOU, MIN, -1, 
1314, 133, NOP, TOR, 1, 
1314, 134, DAL, CHO, 1, 
1314, 134, ATL, CHI, 1, 
1314, 134, SAC, CLE, 1, 
1314, 134, UTA, LAL, -1, 
1314, 134, WAS, MEM, 1, 
1314, 134, MIA, PHO, -1, 
1314, 134, OKC, POR, -1, 
1314, 135, SAS, BOS, -1, 
1314, 135, CHO, BRK, 1, 
1314, 135, CLE, DET, -1, 
1314, 135, MIA, GSW, -1, 
1314, 135, WAS, HOU, 1, 
1314, 135, DAL, IND, -1, 
1314, 135, POR, LAC, 1, 
1314, 135, NOP, MIL, -1, 
1314, 135, DEN, MIN, 1, 
1314, 135, SAC, NYK, -1, 
1314, 135, MEM, ORL, -1, 
1314, 135, ATL, TOR, 1, 
1314, 135, PHI, UTA, 1, 
1314, 136, BRK, CHI, 1, 
1314, 136, OKC, LAL, -1, 
1314, 141, MIA, DAL, -1, 
1314, 141, PHO, DEN, -1, 
1314, 141, CHO, DET, -1, 
1314, 141, ATL, IND, 1, 
1314, 141, SAS, LAC, -1, 
1314, 141, NYK, MEM, 1, 
1314, 141, ORL, MIL, 1, 
1314, 141, CLE, PHI, -1, 
1314, 141, TOR, WAS, -1, 
1314, 142, WAS, ATL, -1, 
1314, 142, DET, CHO, 1, 
1314, 142, ORL, CLE, 1, 
1314, 142, HOU, LAL, -1, 
1314, 142, IND, MIN, 1, 
1314, 142, NYK, NOP, -1, 
1314, 142, BOS, PHO, 1, 
1314, 142, SAS, POR, -1, 
1314, 142, GSW, SAC, -1, 
1314, 142, CHI, TOR, -1, 
1314, 142, BRK, UTA, -1, 
1314, 143, HOU, GSW, 1, 
1314, 143, DEN, MIL, -1, 
1314, 143, MIA, OKC, -1, 
1314, 144, NOP, CHO, 1, 
1314, 144, DEN, CHI, 1, 
1314, 144, ATL, DET, 1, 
1314, 144, BOS, LAL, 1, 
1314, 144, LAC, MEM, 1, 
1314, 144, NYK, ORL, 1, 
1314, 144, DAL, PHI, -1, 
1314, 144, SAS, PHO, 1, 
1314, 144, UTA, POR, 1, 
1314, 144, CLE, TOR, 1, 
1314, 145, NYK, ATL, 1, 
1314, 145, MEM, CHO, 1, 
1314, 145, DAL, DET, -1, 
1314, 145, BRK, GSW, 1, 
1314, 145, IND, MIL, -1, 
1314, 145, BOS, SAC, 1, 
1314, 145, MIN, UTA, -1, 
1314, 145, NOP, WAS, 1, 
1314, 146, WAS, CLE, -1, 
1314, 146, SAC, DEN, -1, 
1314, 146, BRK, LAL, -1, 
1314, 146, CHI, MIA, 1, 
1314, 146, LAC, OKC, -1, 
1314, 146, HOU, PHO, -1, 
1314, 146, MIN, POR, 1, 
1314, 146, ORL, TOR, 1, 
1314, 147, GSW, DET, -1, 
1314, 147, LAC, NOP, -1, 
1314, 147, DAL, NYK, -1, 
1314, 147, MIL, PHI, -1, 
1314, 147, BOS, UTA, 1, 
1314, 148, CHI, ATL, -1, 
1314, 148, TOR, CLE, -1, 
1314, 148, POR, DEN, -1, 
1314, 148, LAL, IND, 1, 
1314, 148, MIN, PHO, -1, 
1314, 148, HOU, SAC, -1, 
1314, 148, ORL, WAS, 1, 
1314, 149, ATL, BOS, 1, 
1314, 149, GSW, CHI, 1, 
1314, 149, NOP, DAL, 1, 
1314, 149, HOU, LAC, 1, 
1314, 149, LAL, MEM, 1, 
1314, 149, CLE, OKC, -1, 
1314, 149, ORL, PHI, -1, 
1314, 149, BRK, POR, 1, 
1314, 149, DET, SAS, 1, 
1314, 149, PHO, UTA, 1, 
1314, 150, BRK, DEN, -1, 
1314, 150, MIL, IND, 1, 
1314, 150, NYK, MIA, 1, 
1314, 150, WAS, TOR, -1, 
1314, 151, UTA, CLE, 1, 
1314, 151, CHI, DAL, -1, 
1314, 151, SAC, LAL, 1, 
1314, 151, GSW, NYK, -1, 
1314, 151, MEM, OKC, 1, 
1314, 151, NOP, PHO, 1, 
1314, 151, CHO, SAS, 1, 
1314, 152, IND, BOS, -1, 
1314, 152, DET, HOU, 1, 
1314, 152, NOP, LAC, 1, 
1314, 152, CLE, MEM, 1, 
1314, 152, ORL, MIA, 1, 
1314, 152, BRK, MIL, -1, 
1314, 152, WAS, PHI, -1, 
1314, 152, DEN, POR, 1, 
1314, 152, MIN, SAC, -1, 
1314, 153, NYK, CHI, 1, 
1314, 153, UTA, IND, 1, 
1314, 153, CHO, OKC, 1, 
1314, 153, PHI, ORL, 1, 
1314, 153, ATL, PHO, 1, 
1314, 153, DAL, SAS, 1, 
1314, 153, GSW, TOR, 1, 
1314, 154, CHI, BRK, 1, 
1314, 154, MIN, DEN, -1, 
1314, 154, NYK, DET, 1, 
1314, 154, CHO, MIA, 1, 
1314, 154, UTA, MIL, 1, 
1314, 154, LAL, POR, -1, 
1314, 154, NOP, SAC, 1, 
1314, 154, MEM, WAS, -1, 
1314, 155, SAS, CLE, -1, 
1314, 155, MIA, HOU, 1, 
1314, 155, GSW, IND, -1, 
1314, 155, NOP, LAL, -1, 
1314, 155, PHI, OKC, 1, 
1314, 155, LAC, PHO, -1, 
1314, 156, GSW, BOS, -1, 
1314, 156, MEM, BRK, 1, 
1314, 156, IND, CHO, 1, 
1314, 156, DAL, DEN, 1, 
1314, 156, CHI, DET, -1, 
1314, 156, SAC, MIL, -1, 
1314, 156, NYK, MIN, -1, 
1314, 156, HOU, ORL, -1, 
1314, 156, ATL, POR, 1, 
1314, 156, UTA, WAS, 1, 
1314, 157, LAC, LAL, -1, 
1314, 157, OKC, PHO, 1, 
1314, 157, MIA, SAS, 1, 
1314, 158, BRK, BOS, 1, 
1314, 158, CLE, CHO, 1, 
1314, 158, MEM, CHI, -1, 
1314, 158, POR, DAL, 1, 
1314, 158, LAL, DEN, 1, 
1314, 158, ATL, GSW, 1, 
1314, 158, IND, HOU, 1, 
1314, 158, DET, MIN, 1, 
1314, 158, MIL, NOP, 1, 
1314, 158, UTA, NYK, 1, 
1314, 158, SAC, TOR, 1, 
1314, 159, NYK, CLE, -1, 
1314, 159, ATL, LAC, 1, 
1314, 159, CHO, MEM, 1, 
1314, 159, WAS, MIL, -1, 
1314, 159, UTA, PHI, -1, 
1314, 159, ORL, SAS, 1, 
1314, 160, DET, BOS, 1, 
1314, 160, SAC, BRK, 1, 
1314, 160, MIA, CHI, 1, 
1314, 160, IND, DAL, 1, 
1314, 160, PHO, GSW, 1, 
1314, 160, POR, HOU, 1, 
1314, 160, OKC, LAL, 1, 
1314, 160, TOR, MIN, -1, 
1314, 160, DEN, NOP, 1, 
1314, 161, TOR, BRK, 1, 
1314, 161, DEN, CHO, 1, 
1314, 161, PHO, LAC, 1, 
1314, 161, WAS, MIA, 1, 
1314, 161, ORL, MIL, 1, 
1314, 161, PHI, NYK, 1, 
1314, 161, ATL, UTA, -1, 
1314, 162, SAS, CHI, -1, 
1314, 162, SAC, DET, 1, 
1314, 162, DAL, GSW, 1, 
1314, 162, BOS, IND, 1, 
1314, 162, POR, MEM, 1, 
1314, 162, MIL, MIN, 1, 
1314, 162, HOU, OKC, 1, 
1314, 163, NYK, BOS, -1, 
1314, 163, GSW, LAC, 1, 
1314, 163, BRK, MIA, -1, 
1314, 163, MEM, NOP, -1, 
1314, 163, DEN, ORL, -1, 
1314, 163, SAC, PHI, -1, 
1314, 163, CLE, PHO, -1, 
1314, 163, POR, SAS, 1, 
1314, 163, DET, TOR, 1, 
1314, 163, DAL, UTA, -1, 
1314, 163, CHO, WAS, -1, 
1314, 164, MIL, ATL, 1, 
1314, 164, HOU, CHI, 1, 
1314, 164, LAL, OKC, 1, 
1314, 165, PHO, BOS, -1, 
1314, 165, MIN, CHO, 1, 
1314, 165, CLE, GSW, -1, 
1314, 165, DEN, MIA, -1, 
1314, 165, POR, NOP, -1, 
1314, 165, WAS, ORL, -1, 
1314, 165, IND, PHI, -1, 
1314, 165, LAL, SAS, 1, 
1314, 165, MEM, TOR, 1, 
1314, 165, LAC, UTA, -1, 
1314, 166, DEN, ATL, 1, 
1314, 166, SAC, CHI, 1, 
1314, 166, IND, DET, -1, 
1314, 166, MIL, NYK, 1, 
1314, 166, MEM, PHI, -1, 
1314, 166, BRK, WAS, 1, 
1314, 167, CLE, LAC, 1, 
1314, 167, HOU, MIA, 1, 
1314, 167, CHO, MIL, -1, 
1314, 167, SAC, MIN, 1, 
1314, 167, BOS, NOP, 1, 
1314, 167, DAL, OKC, -1, 
1314, 167, GSW, POR, -1, 
1314, 167, UTA, SAS, 1, 
1314, 167, PHO, TOR, -1, 
1314, 168, PHO, BRK, 1, 
1314, 168, ATL, CHO, -1, 
1314, 168, OKC, CHI, -1, 
1314, 168, BOS, DAL, 1, 
1314, 168, LAC, DEN, 1, 
1314, 168, UTA, HOU, 1, 
1314, 168, PHI, IND, 1, 
1314, 169, TOR, ATL, 1, 
1314, 169, MIA, CLE, -1, 
1314, 169, ORL, GSW, 1, 
1314, 169, MIL, POR, 1, 
1314, 169, WAS, SAC, 1, 
1314, 170, MIA, BOS, 1, 
1314, 170, CHO, BRK, 1, 
1314, 170, MIN, DAL, -1, 
1314, 170, DET, DEN, 1, 
1314, 170, SAS, LAL, -1, 
1314, 170, UTA, MEM, 1, 
1314, 170, TOR, NOP, -1, 
1314, 170, IND, NYK, 1, 
1314, 170, CHI, PHI, -1, 
1314, 170, ORL, PHO, 1, 
1314, 171, OKC, CLE, -1, 
1314, 171, MIL, GSW, 1, 
1314, 171, MIN, HOU, 1, 
1314, 171, WAS, POR, 1, 
1314, 172, NOP, ATL, -1, 
1314, 172, BOS, BRK, 1, 
1314, 172, DEN, DAL, 1, 
1314, 172, CHI, IND, 1, 
1314, 172, WAS, LAL, -1, 
1314, 172, MEM, MIA, 1, 
1314, 172, NYK, PHI, -1, 
1314, 172, DET, PHO, 1, 
1314, 172, SAS, SAC, -1, 
1314, 172, OKC, TOR, -1, 
1314, 173, POR, CHO, 1, 
1314, 173, PHI, CHI, 1, 
1314, 173, HOU, CLE, -1, 
1314, 173, SAS, GSW, -1, 
1314, 173, DET, LAC, 1, 
1314, 173, IND, MEM, 1, 
1314, 173, MIA, NOP, 1, 
1314, 173, ORL, UTA, 1, 
1314, 174, BRK, DAL, -1, 
1314, 174, WAS, DEN, 1, 
1314, 174, ORL, LAL, 1, 
1314, 174, PHO, MIN, -1, 
1314, 174, CLE, NYK, -1, 
1314, 174, MIL, SAC, 1, 
1314, 174, ATL, TOR, 1, 
1314, 175, PHO, ATL, -1, 
1314, 175, HOU, CHO, -1, 
1314, 175, IND, CHI, 1, 
1314, 175, MIL, LAC, 1, 
1314, 175, MIN, MEM, 1, 
1314, 175, POR, MIA, 1, 
1314, 175, BRK, NOP, 1, 
1314, 175, DEN, OKC, 1, 
1314, 175, PHI, SAS, 1, 
1314, 175, DET, UTA, -1, 
1314, 176, TOR, CLE, 1, 
1314, 176, OKC, DAL, 1, 
1314, 176, NYK, LAL, 1, 
1314, 176, POR, ORL, 1, 
1314, 177, TOR, BOS, -1, 
1314, 177, BRK, CHO, 1, 
1314, 177, CLE, DET, -1, 
1314, 177, MIA, IND, 1, 
1314, 177, ATL, MIN, 1, 
1314, 177, LAC, NOP, 1, 
1314, 177, NYK, SAC, -1, 
1314, 177, DEN, SAS, 1, 
1314, 177, MEM, UTA, -1, 
1314, 177, PHO, WAS, -1, 
1314, 178, POR, ATL, -1, 
1314, 178, LAC, DAL, -1, 
1314, 178, PHI, HOU, 1, 
1314, 178, LAL, MIL, 1, 
1314, 179, CLE, BRK, 1, 
1314, 179, POR, CHI, -1, 
1314, 179, SAS, DEN, -1, 
1314, 179, MIA, DET, -1, 
1314, 179, MEM, GSW, 1, 
1314, 179, LAL, MIN, 1, 
1314, 179, UTA, NOP, 1, 
1314, 179, SAC, OKC, 1, 
1314, 179, CHO, ORL, 1, 
1314, 179, NYK, PHO, 1, 
1314, 179, BOS, TOR, 1, 
1314, 179, IND, WAS, 1, 
1314, 180, SAC, DAL, 1, 
1314, 180, LAC, HOU, -1, 
1314, 180, MIA, MIL, -1, 
1314, 180, DET, PHI, 1, 
1314, 180, NOP, SAS, 1, 
1314, 180, ATL, WAS, 1, 
1314, 181, CHI, BOS, -1, 
1314, 181, MIN, BRK, 1, 
1314, 181, IND, CLE, 1, 
1314, 181, NYK, GSW, -1, 
1314, 181, PHO, LAL, 1, 
1314, 181, UTA, OKC, 1, 
1314, 181, TOR, ORL, -1, 
1314, 181, MEM, POR, 1, 
1314, 182, PHI, ATL, 1, 
1314, 182, WAS, CHO, 1, 
1314, 182, BOS, CHI, 1, 
1314, 182, MEM, DEN, -1, 
1314, 182, MIL, DET, 1, 
1314, 182, SAS, IND, -1, 
1314, 182, TOR, MIA, 1, 
1314, 182, LAC, MIN, -1, 
1314, 182, SAC, NOP, -1, 
1314, 182, NYK, UTA, -1, 
1314, 183, HOU, BRK, 1, 
1314, 183, GSW, DAL, -1, 
1314, 183, POR, LAL, -1, 
1314, 184, CHI, ATL, -1, 
1314, 184, NOP, DEN, 1, 
1314, 184, DET, IND, 1, 
1314, 184, MIL, MIA, 1, 
1314, 184, MEM, MIN, 1, 
1314, 184, BRK, NYK, 1, 
1314, 184, CLE, ORL, -1, 
1314, 184, CHO, PHI, -1, 
1314, 184, LAC, PHO, -1, 
1314, 184, LAL, SAC, 1, 
1314, 184, GSW, SAS, 1, 
1314, 184, HOU, TOR, 1, 
1314, 184, BOS, WAS, 1, 
1314, 185, DAL, LAC, -1, 
1314, 185, SAS, OKC, 1, 
1314, 186, CLE, ATL, 1, 
1314, 186, PHI, BOS, -1, 
1314, 186, DET, BRK, 1, 
1314, 186, ORL, CHO, 1, 
1314, 186, MIL, CHI, 1, 
1314, 186, SAC, GSW, 1, 
1314, 186, OKC, HOU, 1, 
1314, 186, DAL, LAL, -1, 
1314, 186, DEN, MEM, 1, 
1314, 186, MIN, MIA, -1, 
1314, 186, WAS, NYK, -1, 
1314, 186, PHO, POR, -1, 
1314, 186, IND, TOR, 1, 
1314, 186, NOP, UTA, 1, 
1314, 187, CHO, CLE, -1, 
1314, 187, BOS, DET, 1, 
1314, 187, TOR, MIL, -1, 
1314, 187, MIN, ORL, 1, 
1314, 187, BRK, PHI, -1, 
1314, 187, CHI, WAS, -1, 
1314, 188, UTA, GSW, 1, 
1314, 188, DEN, HOU, 1, 
1314, 188, ATL, IND, -1, 
1314, 188, LAL, LAC, 1, 
1314, 188, NYK, MIA, 1, 
1314, 188, OKC, PHO, 1, 
1314, 188, NOP, POR, 1, 
1314, 188, DAL, SAC, -1, 
1314, 188, MEM, SAS, 1, 
1314, 190, DET, ATL, -1, 
1314, 190, HOU, LAL, -1, 
1314, 190, BRK, MIA, -1, 
1314, 190, SAS, MIN, 1, 
1314, 190, OKC, SAC, -1, 
1314, 190, DAL, UTA, -1, 
1314, 191, BOS, ATL, 1, 
1314, 191, DET, CLE, 1, 
1314, 191, HOU, DEN, 1, 
1314, 191, OKC, LAC, -1, 
1314, 191, MIA, MEM, 1, 
1314, 191, IND, MIL, -1, 
1314, 191, CHI, MIN, -1, 
1314, 191, PHO, NOP, -1, 
1314, 191, BRK, ORL, 1, 
1314, 191, SAC, POR, 1, 
1314, 191, PHI, TOR, 1, 
1314, 191, CHO, WAS, -1, 
1314, 192, SAS, DAL, -1, 
1314, 192, DEN, GSW, -1, 
1314, 193, CHO, BOS, 1, 
1314, 193, ATL, BRK, -1, 
1314, 193, DET, CHI, 1, 
1314, 193, GSW, LAL, -1, 
1314, 193, PHI, MEM, 1, 
1314, 193, IND, MIA, 1, 
1314, 193, CLE, MIL, 1, 
1314, 193, HOU, MIN, 1, 
1314, 193, NOP, OKC, 1, 
1314, 193, WAS, ORL, -1, 
1314, 193, PHO, SAS, 1, 
1314, 193, NYK, TOR, -1, 
1314, 193, POR, UTA, -1, 
1314, 194, MIA, ATL, 1, 
1314, 194, PHI, CHO, 1, 
1314, 194, BOS, CLE, -1, 
1314, 194, PHO, DAL, 1, 
1314, 194, UTA, DEN, 1, 
1314, 194, NOP, HOU, 1, 
1314, 194, SAC, LAC, 1, 
1314, 194, MIL, WAS, 1, 
1314, 195, ORL, BRK, 1, 
1314, 195, TOR, DET, -1, 
1314, 195, OKC, IND, 1, 
1314, 195, MEM, LAL, -1, 
1314, 195, CHI, NYK, 1, 
1314, 195, GSW, POR, 1, 
1314, 195, MIN, SAC, 1, 
1314, 196, CHO, ATL, -1, 
1314, 196, ORL, CHI, 1, 
1314, 196, MIN, GSW, 1, 
1314, 196, SAS, HOU, 1, 
1314, 196, OKC, NOP, 1, 
1314, 196, BOS, PHI, 1, 
1314, 196, MEM, PHO, -1, 
1314, 196, MIL, TOR, 1, 
1314, 196, LAL, UTA, -1, 
1314, 196, MIA, WAS, 1, 
1314, 197, NYK, BRK, -1, 
1314, 197, DEN, LAC, 1, 
1314, 198, WAS, BOS, -1, 
1314, 198, CHI, CHO, 1, 
1314, 198, BRK, CLE, 1, 
1314, 198, GSW, DEN, -1, 
1314, 198, DAL, MEM, 1, 
1314, 198, PHI, MIA, -1, 
1314, 198, ATL, MIL, -1, 
1314, 198, UTA, MIN, -1, 
1314, 198, HOU, NOP, 1, 
1314, 198, TOR, NYK, 1, 
1314, 198, DET, OKC, 1, 
1314, 198, IND, ORL, -1, 
1314, 198, LAC, POR, 1, 
1314, 198, PHO, SAC, -1, 
1314, 198, LAL, SAS, -1, 
1415, 28, HOU, LAL, -1, 
1415, 28, ORL, NOP, 1, 
1415, 28, DAL, SAS, 1, 
1415, 29, BRK, BOS, 1, 
1415, 29, MIL, CHO, 1, 
1415, 29, DET, DEN, 1, 
1415, 29, PHI, IND, 1, 
1415, 29, MIN, MEM, 1, 
1415, 29, WAS, MIA, 1, 
1415, 29, CHI, NYK, -1, 
1415, 29, LAL, PHO, 1, 
1415, 29, OKC, POR, 1, 
1415, 29, GSW, SAC, -1, 
1415, 29, ATL, TOR, 1, 
1415, 29, HOU, UTA, -1, 
1415, 30, NYK, CLE, -1, 
1415, 30, UTA, DAL, 1, 
1415, 30, OKC, LAC, 1, 
1415, 30, DET, MIN, 1, 
1415, 30, WAS, ORL, -1, 
1415, 31, CLE, CHI, -1, 
1415, 31, MEM, IND, -1, 
1415, 31, LAC, LAL, -1, 
1415, 31, PHI, MIL, 1, 
1415, 31, SAS, PHO, 1, 
1415, 31, POR, SAC, 1, 
1415, 32, IND, ATL, 1, 
1415, 32, MEM, CHO, -1, 
1415, 32, BRK, DET, -1, 
1415, 32, LAL, GSW, 1, 
1415, 32, BOS, HOU, 1, 
1415, 32, CHI, MIN, -1, 
1415, 32, DAL, NOP, -1, 
1415, 32, DEN, OKC, 1, 
1415, 32, TOR, ORL, -1, 
1415, 32, MIA, PHI, -1, 
1415, 32, PHO, UTA, 1, 
1415, 32, MIL, WAS, 1, 
1415, 33, SAC, LAC, -1, 
1415, 33, TOR, MIA, 1, 
1415, 33, CHO, NYK, 1, 
1415, 33, GSW, POR, -1, 
1415, 34, OKC, BRK, 1, 
1415, 34, BOS, DAL, 1, 
1415, 34, SAC, DEN, -1, 
1415, 34, UTA, LAC, 1, 
1415, 34, NOP, MEM, 1, 
1415, 34, HOU, PHI, -1, 
1415, 35, ORL, CHI, 1, 
1415, 35, MIL, IND, -1, 
1415, 35, PHO, LAL, -1, 
1415, 35, HOU, MIA, -1, 
1415, 35, CHO, NOP, 1, 
1415, 35, WAS, NYK, -1, 
1415, 35, CLE, POR, 1, 
1415, 35, OKC, TOR, 1, 
1415, 36, TOR, BOS, -1, 
1415, 36, MIN, BRK, -1, 
1415, 36, MIA, CHO, 1, 
1415, 36, NYK, DET, 1, 
1415, 36, LAC, GSW, 1, 
1415, 36, CHI, MIL, -1, 
1415, 36, ORL, PHI, -1, 
1415, 36, MEM, PHO, -1, 
1415, 36, DEN, SAC, 1, 
1415, 36, ATL, SAS, 1, 
1415, 36, CLE, UTA, 1, 
1415, 36, IND, WAS, 1, 
1415, 37, SAS, HOU, 1, 
1415, 37, DAL, POR, 1, 
1415, 38, IND, BOS, 1, 
1415, 38, NYK, BRK, 1, 
1415, 38, ATL, CHO, 1, 
1415, 38, CLE, DEN, -1, 
1415, 38, MIL, DET, 1, 
1415, 38, MEM, OKC, -1, 
1415, 38, MIN, ORL, 1, 
1415, 38, CHI, PHI, -1, 
1415, 38, SAC, PHO, -1, 
1415, 38, WAS, TOR, 1, 
1415, 38, DAL, UTA, -1, 
1415, 39, NYK, ATL, 1, 
1415, 39, BOS, CHI, -1, 
1415, 39, GSW, HOU, -1, 
1415, 39, WAS, IND, -1, 
1415, 39, POR, LAC, 1, 
1415, 39, MIN, MIA, 1, 
1415, 39, MEM, MIL, 1, 
1415, 39, NOP, SAS, -1, 
1415, 40, ORL, BRK, 1, 
1415, 40, MIA, DAL, -1, 
1415, 40, UTA, DET, -1, 
1415, 40, CHO, LAL, 1, 
1415, 40, SAC, OKC, 1, 
1415, 40, GSW, PHO, 1, 
1415, 40, DEN, POR, 1, 
1415, 40, PHI, TOR, 1, 
1415, 41, DET, CHI, 1, 
1415, 41, NOP, CLE, 1, 
1415, 41, UTA, IND, 1, 
1415, 41, SAS, LAC, -1, 
1415, 41, ATL, NYK, -1, 
1415, 42, SAC, DAL, 1, 
1415, 42, SAS, GSW, -1, 
1415, 42, LAL, MEM, 1, 
1415, 42, OKC, MIL, 1, 
1415, 42, CHO, POR, 1, 
1415, 42, ORL, TOR, 1, 
1415, 43, UTA, ATL, 1, 
1415, 43, OKC, BOS, -1, 
1415, 43, POR, DEN, -1, 
1415, 43, IND, MIA, -1, 
1415, 43, HOU, MIN, -1, 
1415, 43, LAL, NOP, 1, 
1415, 43, ORL, NYK, -1, 
1415, 43, BRK, PHO, 1, 
1415, 43, DET, WAS, 1, 
1415, 44, PHI, DAL, 1, 
1415, 44, BRK, GSW, 1, 
1415, 44, SAC, MEM, 1, 
1415, 44, CHI, TOR, -1, 
1415, 45, MIA, ATL, 1, 
1415, 45, CLE, BOS, -1, 
1415, 45, PHI, HOU, 1, 
1415, 45, DEN, IND, -1, 
1415, 45, SAS, LAL, -1, 
1415, 45, MIN, NOP, 1, 
1415, 45, UTA, NYK, -1, 
1415, 45, DET, OKC, -1, 
1415, 45, MIL, ORL, 1, 
1415, 45, CHO, PHO, -1, 
1415, 46, IND, CHI, -1, 
1415, 46, ATL, CLE, 1, 
1415, 46, MIN, DAL, 1, 
1415, 46, CHO, GSW, 1, 
1415, 46, PHO, LAC, 1, 
1415, 46, DET, MEM, 1, 
1415, 46, BRK, POR, 1, 
1415, 46, SAS, SAC, 1, 
1415, 46, UTA, TOR, 1, 
1415, 46, ORL, WAS, 1, 
1415, 47, GSW, LAL, -1, 
1415, 47, MIL, MIA, -1, 
1415, 47, DEN, NYK, 1, 
1415, 47, HOU, OKC, -1, 
1415, 48, PHO, BOS, -1, 
1415, 48, MIA, BRK, -1, 
1415, 48, DAL, CHO, -1, 
1415, 48, DEN, CLE, -1, 
1415, 48, ORL, DET, -1, 
1415, 48, CHI, LAC, -1, 
1415, 48, HOU, MEM, 1, 
1415, 48, NOP, POR, 1, 
1415, 48, PHI, SAS, 1, 
1415, 49, LAL, ATL, -1, 
1415, 49, NYK, MIL, 1, 
1415, 49, NOP, SAC, -1, 
1415, 49, OKC, UTA, 1, 
1415, 50, MIL, BRK, -1, 
1415, 50, SAS, CLE, -1, 
1415, 50, OKC, DEN, 1, 
1415, 50, PHO, DET, -1, 
1415, 50, LAL, HOU, -1, 
1415, 50, CHO, IND, 1, 
1415, 50, NYK, MIN, 1, 
1415, 50, LAC, ORL, -1, 
1415, 50, BOS, PHI, -1, 
1415, 50, MEM, TOR, 1, 
1415, 50, DAL, WAS, -1, 
1415, 51, LAC, MIA, -1, 
1415, 51, CHI, SAC, 1, 
1415, 52, DET, ATL, 1, 
1415, 52, ORL, CHO, -1, 
1415, 52, LAL, DAL, 1, 
1415, 52, NOP, DEN, 1, 
1415, 52, UTA, GSW, 1, 
1415, 52, BOS, MEM, 1, 
1415, 52, SAS, MIN, -1, 
1415, 52, BRK, OKC, -1, 
1415, 52, PHO, PHI, -1, 
1415, 52, CHI, POR, 1, 
1415, 52, MIL, TOR, 1, 
1415, 52, CLE, WAS, 1, 
1415, 53, TOR, CLE, -1, 
1415, 53, DAL, HOU, 1, 
1415, 53, PHO, IND, -1, 
1415, 53, WAS, MIL, -1, 
1415, 53, SAC, MIN, -1, 
1415, 53, PHI, NYK, 1, 
1415, 53, MIA, ORL, -1, 
1415, 53, BRK, SAS, 1, 
1415, 53, NOP, UTA, -1, 
1415, 54, POR, BOS, -1, 
1415, 54, DEN, LAL, -1, 
1415, 54, LAC, MEM, 1, 
1415, 54, CHO, MIA, 1, 
1415, 54, GSW, OKC, -1, 
1415, 55, LAC, CHO, -1, 
1415, 55, ORL, CLE, 1, 
1415, 55, IND, DAL, -1, 
1415, 55, NYK, HOU, 1, 
1415, 55, POR, PHI, -1, 
1415, 55, PHO, TOR, 1, 
1415, 55, CHI, UTA, -1, 
1415, 56, CHI, DEN, 1, 
1415, 56, GSW, MIA, -1, 
1415, 56, DET, MIL, 1, 
1415, 56, SAC, NOP, -1, 
1415, 56, ATL, WAS, -1, 
1415, 57, TOR, ATL, -1, 
1415, 57, POR, CHO, -1, 
1415, 57, WAS, CLE, 1, 
1415, 57, NYK, DAL, 1, 
1415, 57, LAC, DET, -1, 
1415, 57, SAC, HOU, 1, 
1415, 57, MEM, LAL, -1, 
1415, 57, MIL, MIN, -1, 
1415, 57, UTA, OKC, 1, 
1415, 57, GSW, ORL, -1, 
1415, 57, BRK, PHI, -1, 
1415, 57, DEN, PHO, 1, 
1415, 57, IND, SAS, 1, 
1415, 59, NOP, ATL, 1, 
1415, 59, CHI, BOS, -1, 
1415, 59, GSW, CHO, -1, 
1415, 59, PHO, DEN, 1, 
1415, 59, MIL, DET, -1, 
1415, 59, LAC, HOU, -1, 
1415, 59, ORL, IND, 1, 
1415, 59, MIN, LAL, -1, 
1415, 59, NYK, OKC, 1, 
1415, 59, MEM, POR, -1, 
1415, 59, SAC, SAS, 1, 
1415, 59, DAL, TOR, -1, 
1415, 60, CHO, ATL, 1, 
1415, 60, IND, CLE, 1, 
1415, 60, HOU, MIL, -1, 
1415, 60, DAL, PHI, -1, 
1415, 60, LAC, UTA, -1, 
1415, 60, NOP, WAS, 1, 
1415, 61, SAS, BOS, -1, 
1415, 61, CHI, BRK, -1, 
1415, 61, GSW, DET, -1, 
1415, 61, TOR, LAL, 1, 
1415, 61, MIA, NYK, -1, 
1415, 61, ORL, PHO, -1, 
1415, 61, MIN, POR, 1, 
1415, 61, MEM, SAC, -1, 
1415, 62, MIN, LAC, 1, 
1415, 62, SAS, PHI, -1, 
1415, 62, DEN, UTA, -1, 
1415, 62, MIA, WAS, 1, 
1415, 63, BOS, ATL, 1, 
1415, 63, DAL, CHI, -1, 
1415, 63, MIL, CLE, 1, 
1415, 63, POR, DEN, -1, 
